Product_1,Product_Name,Year,Category,Age,Weight
4055,"DRAPERY OR CURTAIN RODS, HOOKS OR RINGS",2021,HOUSEHOLD FIXTURES,11,2867.00
4056,"CABINETS, RACKS, ROOM DIVIDERS AND SHELVES, NEC",2021,HOUSEHOLD FIXTURES,34,90675.00
4057,"TABLES (EXCL.  BABY CHANGING TABLES, BILLIARD OR POOL TABLES",2021,HOUSEHOLD FIXTURES,11,206563.00
4058,"BARS AND BAR ACCESSORIES, NOT ELSEWHERE CLASSIFIED",2021,HOUSEHOLD FIXTURES,25,670.00
4060,FUEL-BURNING LIGHTING EQUIPMENT,2021,HOUSEHOLD FIXTURES,20,399.00
4061,ELECTRIC OUTLETS OR RECEPTACLES,2021,HOUSEHOLD FIXTURES,15,2168.00
4062,ELECTRIC WIRE OR WIRING SYSTEMS (EXCL PANELBOARDS RECEPT,2021,HOUSEHOLD FIXTURES,39,3857.00
4063,"PANELBOARDS, CIRCUIT BREAKERS, GFCI""S, OR FUSES",2021,HOUSEHOLD FIXTURES,39,565.00
4064,FUTONS,2021,HOUSEHOLD FIXTURES,10,1185.00
4065,"CLOCKS, ELECTRIC OR BATTERY OPERATED",2021,HOUSEHOLD FIXTURES,84,424.00
4066,"SCALES, ELECTRIC/BATTERY OPERATED (EXCLUD. BABY SCALES)",2021,HOUSEHOLD FIXTURES,74.5,436.00
4067,"CLOCKS, NOT ELEC. OR BATTERY OR NOT SPECIFIED",2021,HOUSEHOLD FIXTURES,35,1240.00
4068,"SCALES, NOT ELEC. OR BATTERY OR NOT SPECIFIED",2021,HOUSEHOLD FIXTURES,77,2439.00
4069,COTS,2021,HOUSEHOLD FIXTURES,3,405.00
4070,"FLOOR LAMPS OR TABLE LAMPS, HALOGEN",2021,HOUSEHOLD FIXTURES,45.5,126.00
4071,"FLOOR LAMPS OR TABLE LAMPS, ELECTRIC (EXCL HALOGEN)",2021,HOUSEHOLD FIXTURES,26,3977.00
4074,"CHAIRS, OTHER OR NOT SPECIFIED",2021,HOUSEHOLD FIXTURES,51,279731.00
4075,BED RAILS,2021,HOUSEHOLD FIXTURES,28.5,3321.00
4076,"BEDS OR BEDFRAMES, OTHER OR NOT SPECIFIED",2021,HOUSEHOLD FIXTURES,48,688451.00
4077,EXTENSION OR STRAIGHT LADDERS,2021,HOUSEHOLD FIXTURES,50,2856.00
4078,"LADDERS, OTHER OR NOT SPECIFIED",2021,HOUSEHOLD FIXTURES,54,123533.00
4079,"FOOTSTOOLS, OTTOMANS OR HASSOCKS",2021,HOUSEHOLD FIXTURES,6,6407.00
4080,"STOOLS, OTHER OR NOT SPECIFIED",2021,HOUSEHOLD FIXTURES,35,24430.00
4081,"CORDS, ELECTRICAL, OTHER OR NOT SPECIFIED",2021,HOUSEHOLD FIXTURES,60,6962.00
4082,TODDLER BEDS,2021,HOUSEHOLD FIXTURES,2,382.00
4083,SURGE SUPPRESSORS OR POWER STRIPS,2021,HOUSEHOLD FIXTURES,11.5,91.00
4084,RESIDENTIAL ALTERNATIVE ENERGY SYSTEMS FOR ON-SITE POWER GEN,2021,HOUSEHOLD FIXTURES,33,211.00
4802,"STRAPS, NON-STRETCH, OTHER, OR NOT SPECIFIED",2021,HOUSEHOLD FIXTURES,50.5,1435.00
5001,OTHER TOY WEAPONS (PROJECTILE),2021,TOYS,5,216.00
5005,"RIDING TOYS, NOT SPECIFIED",2021,TOYS,2,2277.00
5006,OTHER TOY GUNS,2021,TOYS,8,1041.00
5010,CRAYONS OR CHALK,2021,TOYS,3,3058.00
5011,"BOOK BAGS OR BACK CARRIERS (EXC. BABY CARR. LUGGAGE, CAM",2021,TOYS,18,6885.00
5013,TOY MAKE-UP KITS OR COSMETICS,2021,TOYS,5,21.00
5015,"TOY CAPS, CAP TOYS OR CAP GUNS",2021,TOYS,4.5,10.00
5016,"BALLS, OTHER OR NOT SPECIFIED",2021,TOYS,8,15953.00
5017,FLYING DISCS AND BOOMERANGS,2021,TOYS,19,5592.00
5018,DOLL HOUSES AND OTHER PLAY SCENES,2021,TOYS,4,1008.00
5019,GAMES OR GAME PARTS (EXCL MARBLES & COMPUTER GAMES),2021,TOYS,13,5397.00
5020,"PRETEND ELECTRONICS, TOOLS, HOUSEWARES & APPLIANCES",2021,TOYS,3,2042.00
5021,TOY VEHICLES (EXCLUDING RIDING TOYS),2021,TOYS,3,9065.00
5022,"SCOOTERS, POWERED",2021,TOYS,27,49955.00
5023,"SCOOTERS, UNPOWERED",2021,TOYS,8,8081.00
5024,"SCOOTERS, UNSPECIFIED",2021,TOYS,11,58275.00
5025,HOVERBOARDS AND POWERED SKATEBOARDS,2021,TOYS,10,27641.00
5029,"CAMPING EQUIPMENT (EXCL. TRAILERS, LIGHTING EQUIPMENT,",2021,SPORTS AND RECREATION,43,5039.00
5030,"TRACK & FIELD (ACT., APPAREL, EQP.; EX.  JOG, RUN FIT)",2021,SPORTS AND RECREATION,15,15519.00
5031,"SNOWBOARDING (ACTIVITY, APPAREL OR EQUIPMENT)",2021,SPORTS AND RECREATION,20,24995.00
5032,"ROLLER HOCKEY (ACTIVITY, APPAREL OR EQUIPMENT)",2021,SPORTS AND RECREATION,14,496.00
5033,MOUNTAIN OR ALL-TERRAIN BICYCLES AND ACCESSORIES,2021,SPORTS AND RECREATION,33,13602.00
5034,"SOFTBALL (ACTIVITY, APPAREL OR EQUIPMENT)",2021,SPORTS AND RECREATION,16,43985.00
5035,"MINIBIKES, POWERED",2021,SPORTS AND RECREATION,17,5311.00
5036,"TWO-WHEELED, POWERED, OFF-ROAD VEHICLES",2021,SPORTS AND RECREATION,20,60147.00
5037,HAMMOCKS,2021,SPORTS AND RECREATION,9,4770.00
5038,PERSONAL FITNESS/ACTIVITY TRACKERS,2021,SPORTS AND RECREATION,29,17.00
5040,"BICYCLES AND ACCESSORIES, (EXCL.MOUNTAIN OR ALL-TERRAIN)",2021,SPORTS AND RECREATION,25,356828.00
5041,"BASEBALL (ACTIVITY, APPAREL OR EQUIPMENT; EXCL SOFTBALL)",2021,SPORTS AND RECREATION,14,70244.00
5043,PORTABLE SWIMMING POOLS,2021,SPORTS AND RECREATION,4.5,1329.00
5044,UTILITY VEHICLES UTV,2021,SPORTS AND RECREATION,23,10381.00
5555,< 5 POISONINGS - NO OTHER CODE,2021,OTHER,2,1859.00
102,WRINGER WASHING MACHINES,2020,HOUSEHOLD APPLIANCES,18,81.00
106,ELECTRIC CLOTHES DRYERS WITHOUT WASHERS,2020,HOUSEHOLD APPLIANCES,48.5,321.00
110,ELECTRIC HEATING PADS,2020,HOUSEHOLD APPLIANCES,55,1836.00
112,SEWING MACHINES OR ACCESSORIES,2020,HOUSEHOLD APPLIANCES,52.5,2344.00
113,FLOOR BUFFERS OR WAXERS,2020,HOUSEHOLD APPLIANCES,67.5,278.00
114,RUG SHAMPOOERS,2020,HOUSEHOLD APPLIANCES,52,366.00
115,VACUUM CLEANERS,2020,HOUSEHOLD APPLIANCES,50.5,11896.00
118,GAS WATER HEATERS,2020,HOUSEHOLD APPLIANCES,30,440.00
119,ELECTRIC WATER HEATERS,2020,HOUSEHOLD APPLIANCES,83,16.00
125,WATER SOFTENERS OR CONDITIONERS (APPLIANCES),2020,HOUSEHOLD APPLIANCES,42,17.00
127,"CLOTHES DRYERS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,38.5,5217.00
131,"PROPANE, LP OR BUTANE GAS TANKS OR FITTINGS",2020,HOUSEHOLD APPLIANCES,52,2788.00
132,ELECTRIC BLANKETS OR SHEETS,2020,HOUSEHOLD APPLIANCES,67,344.00
133,OTHER WATER HEATERS,2020,HOUSEHOLD APPLIANCES,45,172.00
134,"WATER HEATERS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,46,1389.00
136,DRINKING FOUNTAINS,2020,HOUSEHOLD APPLIANCES,12,489.00
137,AUTOMATIC DOORS OR DOOR OPENERS,2020,HOUSEHOLD APPLIANCES,50.5,671.00
138,AUTOMATIC GARAGE DOORS OR DOOR OPENERS,2020,HOUSEHOLD APPLIANCES,42.5,1639.00
139,INCINERATORS,2020,HOUSEHOLD APPLIANCES,29,243.00
140,"WASHING MACHINES, OTHER OR NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,42,8544.00
213,ELECTRIC CAN OPENERS,2020,HOUSEHOLD APPLIANCES,49.5,313.00
214,DISHWASHERS,2020,HOUSEHOLD APPLIANCES,53,6714.00
215,ELECTRIC BLENDERS,2020,HOUSEHOLD APPLIANCES,34,6942.00
216,"ELECTRIC COUNTER-TOP OVENS, BROILERS OR TOASTER OVENS",2020,HOUSEHOLD APPLIANCES,14,553.00
217,ELECTRIC COFFEE MAKERS OR TEAPOTS,2020,HOUSEHOLD APPLIANCES,6,333.00
218,ELECTRIC OR BATTERY-POWERED KNIVES,2020,HOUSEHOLD APPLIANCES,48.5,225.00
219,ELECTRIC DEEP FRYERS,2020,HOUSEHOLD APPLIANCES,30,669.00
221,FOOD WARMERS,2020,HOUSEHOLD APPLIANCES,28,16.00
222,ELECTRIC FRYING PANS AND SKILLETS,2020,HOUSEHOLD APPLIANCES,40,972.00
223,ELECTRIC GRIDDLES,2020,HOUSEHOLD APPLIANCES,3,35.00
224,HOT PLATES,2020,HOUSEHOLD APPLIANCES,16,214.00
227,ICE MAKERS (SEPARATE FROM REFRIGERATORS),2020,HOUSEHOLD APPLIANCES,36,277.00
231,ELECTRIC MIXERS,2020,HOUSEHOLD APPLIANCES,49,724.00
234,TOASTERS,2020,HOUSEHOLD APPLIANCES,43,441.00
235,ELECTRIC WAFFLE IRONS,2020,HOUSEHOLD APPLIANCES,22,78.00
237,GARBAGE DISPOSERS,2020,HOUSEHOLD APPLIANCES,45,455.00
240,ELECTRIC KNIFE SHARPENERS,2020,HOUSEHOLD APPLIANCES,43,78.00
252,TRASH COMPACTORS,2020,HOUSEHOLD APPLIANCES,55,361.00
255,CLOTHES STEAMERS,2020,HOUSEHOLD APPLIANCES,15,388.00
263,FREEZERS (SEPARATE FROM REFRIGERATORS),2020,HOUSEHOLD APPLIANCES,45,4466.00
264,MICROWAVE OVENS,2020,HOUSEHOLD APPLIANCES,14,6641.00
268,SLOW COOKERS,2020,HOUSEHOLD APPLIANCES,25,1206.00
269,ELECTRIC KETTLES OR HOT POTS,2020,HOUSEHOLD APPLIANCES,14,250.00
271,JUICERS,2020,HOUSEHOLD APPLIANCES,56,182.00
274,ICE CREAM MAKERS,2020,HOUSEHOLD APPLIANCES,2,5.00
275,FOOD PROCESSORS,2020,HOUSEHOLD APPLIANCES,39,1699.00
276,REFRIGERATORS,2020,HOUSEHOLD APPLIANCES,42,34438.00
277,CLOTHING IRONS,2020,HOUSEHOLD APPLIANCES,2,1959.00
278,ELECTRIC RANGES OR OVENS (EXCL COUNTER-TOP OVENS),2020,HOUSEHOLD APPLIANCES,15,2558.00
279,GAS RANGES OR OVENS,2020,HOUSEHOLD APPLIANCES,29,2001.00
280,OTHER RANGES OR OVENS,2020,HOUSEHOLD APPLIANCES,17,298.00
281,"RANGES OR OVENS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,34,19948.00
304,HUMIDIFIERS,2020,HOUSEHOLD APPLIANCES,4,461.00
305,VAPORIZERS,2020,HOUSEHOLD APPLIANCES,14,119.00
306,DEHUMIDIFIERS,2020,HOUSEHOLD APPLIANCES,43.5,81.00
307,AIR PURIFIERS,2020,HOUSEHOLD APPLIANCES,9,5.00
308,BOILERS,2020,HOUSEHOLD APPLIANCES,29,993.00
310,GAS FURNACES,2020,HOUSEHOLD APPLIANCES,33,807.00
312,ELECTRIC BASEBOARD HEATERS,2020,HOUSEHOLD APPLIANCES,7,448.00
316,"WOOD BURNING FIREPLACES, FACTORY BUILT",2020,HOUSEHOLD APPLIANCES,21,16.00
322,"FURNACES, OTHER OR NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,33,1847.00
334,"GAS-BURNING FIREPLACES, FACTORY BUILT",2020,HOUSEHOLD APPLIANCES,3.5,301.00
336,BUILT-IN FIREPLACES,2020,HOUSEHOLD APPLIANCES,3,1846.00
340,THERMOSTATS (FOR HEATING OR COOLING SYSTEMS),2020,HOUSEHOLD APPLIANCES,65.5,610.00
342,"FIREPLACES, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,3,7941.00
346,"ELECTRIC FIREPLACES, FACTORY BUILT",2020,HOUSEHOLD APPLIANCES,7,176.00
348,PORTABLE ELECTRIC HEATERS,2020,HOUSEHOLD APPLIANCES,43,1319.00
365,HEAT PUMPS,2020,HOUSEHOLD APPLIANCES,29.5,164.00
367,COAL OR WOOD-BURNING STOVES,2020,HOUSEHOLD APPLIANCES,34,3019.00
371,DUCTWORK FOR HEATING OR COOLING SYSTEMS,2020,HOUSEHOLD APPLIANCES,27,3980.00
372,"BRICK, STONE OR MASONRY CHIMNEYS",2020,HOUSEHOLD APPLIANCES,19,747.00
374,PIPES (EXCLUDING SMOKING PIPES),2020,HOUSEHOLD APPLIANCES,35,16216.00
378,"CHIMNEYS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,5,419.00
379,RADIATORS (EXCLUDING VEHICLE RADIATORS),2020,HOUSEHOLD APPLIANCES,8,4927.00
380,FANS,2020,HOUSEHOLD APPLIANCES,28.5,12057.00
381,AIR CONDITIONERS,2020,HOUSEHOLD APPLIANCES,45,10472.00
384,FLOOR FURNACES (BUILT INTO FLOOR),2020,HOUSEHOLD APPLIANCES,2,88.00
388,"ELECTRIC HEATERS, NOT ELSEWHERE CLASSIFIED",2020,HOUSEHOLD APPLIANCES,53,1049.00
391,PORTABLE GAS OR LP HEATERS,2020,HOUSEHOLD APPLIANCES,37,546.00
392,"GAS OR LP HEATERS, OTHER OR NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,19,620.00
393,"HEATERS OR HEATING SYSTEMS, OTHER OR NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,43,5878.00
394,OUTDOOR PATIO HEATERS OR FIREPITS (MANUFACTURED),2020,HOUSEHOLD APPLIANCES,20,5704.00
399,KEROSENE OR OIL HEATERS,2020,HOUSEHOLD APPLIANCES,12.5,214.00
401,NONELECTRIC CAN OPENERS,2020,HOUSEHOLD APPLIANCES,69.5,134.00
405,UNPOWERED COFFEE MAKERS OR TEAPOTS,2020,HOUSEHOLD APPLIANCES,28,193.00
408,IRONING BOARDS OR COVERS,2020,HOUSEHOLD APPLIANCES,37.5,563.00
412,PRESSURE COOKERS OR CANNERS,2020,HOUSEHOLD APPLIANCES,34,2003.00
413,"WASTE CONTAINERS, TRASH BASKETS OR REFUSE BINS",2020,HOUSEHOLD APPLIANCES,52,42987.00
417,FLATWARE (EXCL. KNIVES),2020,HOUSEHOLD APPLIANCES,10,4501.00
419,"TIE RACKS, BELT RACKS OR OTHER CLOTHES HANGERS",2020,HOUSEHOLD APPLIANCES,9,3076.00
420,MANUAL SCISSORS,2020,HOUSEHOLD APPLIANCES,19,6687.00
422,BOTTLE OPENERS,2020,HOUSEHOLD APPLIANCES,26,112.00
427,ICE PICKS,2020,HOUSEHOLD APPLIANCES,63,148.00
428,"KITCHEN GADGETS, NOT ELSEWHERE CLASSIFIED",2020,HOUSEHOLD APPLIANCES,8,13677.00
429,FOOD SKEWERS,2020,HOUSEHOLD APPLIANCES,17.5,558.00
431,TOOTHPICKS OR HORS D'OEUVRES PICKS,2020,HOUSEHOLD APPLIANCES,27.5,5399.00
432,TRAYS (EXCL. FOOD WARMERS),2020,HOUSEHOLD APPLIANCES,54.5,3248.00
434,DOORSTOPS,2020,HOUSEHOLD APPLIANCES,11.5,521.00
435,"KITCHEN MIXING BOWLS, CANISTERS OR SIMILAR CONTAINERS",2020,HOUSEHOLD APPLIANCES,17.5,1430.00
436,"POTHOLDERS, OVEN MITTS OR HOT PADS",2020,HOUSEHOLD APPLIANCES,48,134.00
438,LAUNDRY BASKETS,2020,HOUSEHOLD APPLIANCES,37,9068.00
443,DRINKING STRAWS,2020,HOUSEHOLD APPLIANCES,3,2415.00
444,"KNIFE SHARPENERS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,26.5,1092.00
450,"SCISSORS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,18,8813.00
452,"COFFEE MAKERS OR TEAPOTS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,27,2331.00
453,"CAN OPENERS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,28.5,967.00
460,METAL COOKWARE (NONELECTRIC),2020,HOUSEHOLD APPLIANCES,28,4807.00
461,NONMETAL COOKWARE (NONELECTRIC),2020,HOUSEHOLD APPLIANCES,33,1115.00
462,CHAFING DISHES OR FONDUE POTS,2020,HOUSEHOLD APPLIANCES,22.5,73.00
463,"CANDLES, CANDLESTICKS AND OTHER CANDLE HOLDERS",2020,HOUSEHOLD APPLIANCES,20,5791.00
464,"KNIVES, NOT ELSEWHERE CLASSIFIED",2020,HOUSEHOLD APPLIANCES,31,285707.00
465,OTHER COOKWARE,2020,HOUSEHOLD APPLIANCES,30,1216.00
466,"COOKWARE, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,33,16590.00
469,SLICERS AND CHOPPERS,2020,HOUSEHOLD APPLIANCES,42,23601.00
471,FOOD GRINDERS,2020,HOUSEHOLD APPLIANCES,38,915.00
474,TABLEWARE AND ACCESSORIES,2020,HOUSEHOLD APPLIANCES,31,44019.00
478,"DRINKING GLASSES, CUPS, AND MUGS",2020,HOUSEHOLD APPLIANCES,22,52778.00
480,MANUAL CLEANING EQUIPMENT (EXCL. BUCKETS AND PAILS),2020,HOUSEHOLD APPLIANCES,35,23025.00
482,"APPLIANCES, OTHER AND NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,34.5,738.00
519,TELEVISION TABLES OR STANDS,2020,HOUSEHOLD APPLIANCES,4,7023.00
529,"TELESCOPES, BINOCULARS, MICROSCOPES, MAGNIFYING GLASSES",2020,HOUSEHOLD APPLIANCES,36,228.00
536,PHOTOGRAPHIC EQUIPMENT,2020,HOUSEHOLD APPLIANCES,32,1767.00
545,AMATEUR TWO-WAY RADIOS,2020,HOUSEHOLD APPLIANCES,12.5,164.00
546,STEREO OR HI-FI COMPONENTS OR ACCESSORIES,2020,HOUSEHOLD APPLIANCES,23.5,12715.00
547,"SOUND RECORDING OR RECEIVING EQUIPMENT, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,20,16.00
549,PROJECTORS,2020,HOUSEHOLD APPLIANCES,17,285.00
550,TELEPHONES OR TELEPHONE ACCESSORIES,2020,HOUSEHOLD APPLIANCES,31,23886.00
552,"ANTENNAS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,35.5,135.00
555,RADIOS (SELF-CONTAINED UNITS),2020,HOUSEHOLD APPLIANCES,18.5,174.00
557,COMPUTERS (EQUIPMENT AND ELECTRONIC GAMES),2020,HOUSEHOLD APPLIANCES,17,24393.00
559,"RADIOS, NOT SPECIFIED",2020,HOUSEHOLD APPLIANCES,52.5,384.00
561,OUTDOOR ANTENNAS (SEPARATE),2020,HOUSEHOLD APPLIANCES,52,170.00
562,LASER POINTERS,2020,HOUSEHOLD APPLIANCES,9,291.00
563,RECORD PLAYERS (SELF-CONTAINED UNITS),2020,HOUSEHOLD APPLIANCES,19,5.00
565,"MUSICAL INSTRUMENTS, ELECTRIC OR BATTERY OPERATED",2020,HOUSEHOLD APPLIANCES,25,431.00
566,"MUSICAL INSTRUMENTS, NOT ELECT. OR BATTERY OR NOT SPEC.",2020,HOUSEHOLD APPLIANCES,19,4233.00
567,COAXIAL CABLE,2020,HOUSEHOLD APPLIANCES,41,285.00
569,ART OR CERAMICS SUPPLIES AND EQUIPMENT (EXCL. PAINTBRUSHES),2020,HOUSEHOLD APPLIANCES,5,4206.00
571,BUSINESS AND OFFICE MACHINES,2020,HOUSEHOLD APPLIANCES,25,857.00
572,TELEVISIONS,2020,HOUSEHOLD APPLIANCES,31,17483.00
573,"OTHER SOUND RECORDING, REPRODUCING OR RECEIVING EQUIP.",2020,HOUSEHOLD APPLIANCES,7,535.00
574,"REMOTE CONTROL, UNIVERSAL OR NS (EXCL. REMOTES FOR TOYS)",2020,HOUSEHOLD APPLIANCES,16.5,1325.00
575,COMPACT DISCS (CDS) AND DVDS,2020,HOUSEHOLD APPLIANCES,27,429.00
576,VIDEO PLAYERS AND RECORDERS (EXCL CAMERAS),2020,HOUSEHOLD APPLIANCES,3,160.00
604,"DESKS, CHESTS, BUREAUS OR BUFFETS",2020,HOUSEHOLD FIXTURES,23,73120.00
606,GENERATORS OR POWER PLANTS,2020,HOUSEHOLD FIXTURES,42,2595.00
609,GLASS BATHTUB OR SHOWER ENCLOSURES,2020,HOUSEHOLD FIXTURES,24,2104.00
610,NONGLASS BATHTUB OR SHOWER ENCLOSURES,2020,HOUSEHOLD FIXTURES,2,548.00
611,BATHTUBS OR SHOWERS,2020,HOUSEHOLD FIXTURES,47,271262.00
612,"RUNNERS, THROW RUGS OR DOORMATS",2020,HOUSEHOLD FIXTURES,69,15120.00
613,"ROOM-SIZED, WALL-TO-WALL OR OUTDOOR CARPETING",2020,HOUSEHOLD FIXTURES,65,12192.00
617,"DRAPERIES, CURTAINS, SHOWER CURTAINS(FABRIC OR PLASTIC)",2020,HOUSEHOLD FIXTURES,56.5,3036.00
618,STEPLADDERS,2020,HOUSEHOLD FIXTURES,63,13777.00
620,STEP STOOLS,2020,HOUSEHOLD FIXTURES,56,14447.00
623,BUTANE OR LP GAS METERS,2020,HOUSEHOLD FIXTURES,53,100.00
627,LIGHT BULBS,2020,HOUSEHOLD FIXTURES,26.5,5664.00
628,ELECTRIC CHANDELIERS OR OTHER ATTACHED LIGHT FIXTURES,2020,HOUSEHOLD FIXTURES,33.5,2036.00
638,"WINDOW SHADES, VENETIAN BLINDS OR INDOOR SHUTTERS",2020,HOUSEHOLD FIXTURES,40,3345.00
639,FLASHLIGHTS OR BATTERY-POWERED LANTERNS,2020,HOUSEHOLD FIXTURES,8,1144.00
648,SINKS,2020,HOUSEHOLD FIXTURES,41,19751.00
649,TOILETS,2020,HOUSEHOLD FIXTURES,70,124406.00
651,TABLE LINENS,2020,HOUSEHOLD FIXTURES,1.5,240.00
652,"PICTURES, PICTURE FRAMES OR WALL DECORATIONS",2020,HOUSEHOLD FIXTURES,21,9128.00
653,ARTIFICIAL FLOWERS OR PLANTS,2020,HOUSEHOLD FIXTURES,29.5,455.00
654,"KNICKKNACKS, STATUES, VASES OR URNS",2020,HOUSEHOLD FIXTURES,18,9665.00
657,TOWEL RACKS OR BARS,2020,HOUSEHOLD FIXTURES,27.5,1331.00
661,BUNK BEDS,2020,HOUSEHOLD FIXTURES,6,30829.00
662,WATERBEDS OR WATER PILLOWS,2020,HOUSEHOLD FIXTURES,63,130.00
663,FIREPLACE EQUIPMENT,2020,HOUSEHOLD FIXTURES,28,778.00
666,TOWELS OR CLOTHS,2020,HOUSEHOLD FIXTURES,52.5,7680.00
667,"BEDSPREADS, THROWS OR COMFORTERS",2020,HOUSEHOLD FIXTURES,67,1379.00
669,CLOTHESPINS,2020,HOUSEHOLD FIXTURES,39.5,73.00
670,RECLINER CHAIR,2020,HOUSEHOLD FIXTURES,72,31377.00
671,ROCKING CHAIR,2020,HOUSEHOLD FIXTURES,6,5106.00
672,LAUNDRY HAMPERS,2020,HOUSEHOLD FIXTURES,23.5,1271.00
676,"RUGS OR CARPETS, NOT SPECIFIED",2020,HOUSEHOLD FIXTURES,67,79316.00
679,"SOFAS, COUCHES, DAVENPORTS, DIVANS OR STUDIO COUCHES",2020,HOUSEHOLD FIXTURES,5,158537.00
680,"CONVERTIBLE BEDS, HIDEAWAY BEDS OR SOFA BEDS",2020,HOUSEHOLD FIXTURES,47,797.00
685,EXTENSION CORDS,2020,HOUSEHOLD FIXTURES,60,2801.00
687,BENCHES,2020,HOUSEHOLD FIXTURES,11,24706.00
689,"BLANKETS, NOT SPECIFIED",2020,HOUSEHOLD FIXTURES,13,7814.00
692,MAGAZINE RACKS OR BOOK ENDS,2020,HOUSEHOLD FIXTURES,55,298.00
693,FOOTLOCKERS,2020,HOUSEHOLD FIXTURES,46,538.00
698,HOT TUBS OR HOME SPAS,2020,HOUSEHOLD FIXTURES,27.5,7565.00
699,FAUCETS OR SPIGOTS,2020,HOUSEHOLD FIXTURES,36,1702.00
701,FIRE EXTINGUISHERS,2020,HOUSEHOLD FIXTURES,15.5,883.00
702,FIRE OR SMOKE ALARMS,2020,HOUSEHOLD FIXTURES,56,747.00
704,BURGLAR ALARMS,2020,HOUSEHOLD FIXTURES,78,56.00
707,"PADLOCKS, CHAIN LOCKS OR OTHER LOCKS",2020,HOUSEHOLD FIXTURES,26.5,1150.00
709,SAFES,2020,HOUSEHOLD FIXTURES,39,2604.00
711,FIRE ESCAPE DEVICES,2020,HOUSEHOLD FIXTURES,29,692.00
712,CARBON MONOXIDE DETECTORS,2020,HOUSEHOLD FIXTURES,19,1061.00
713,FIRE SPRINKLERS,2020,HOUSEHOLD FIXTURES,53.5,33.00
803,POWER SANDERS,2020,HOUSEHOLD FIXTURES,51,1593.00
804,POWER ROUTERS,2020,HOUSEHOLD FIXTURES,49.5,1606.00
805,POWER LATHES,2020,HOUSEHOLD FIXTURES,63,282.00
807,POWER JOINTERS,2020,HOUSEHOLD FIXTURES,61.5,412.00
808,POWER SHAPERS,2020,HOUSEHOLD FIXTURES,56,76.00
809,OTHER PORTABLE OR STATIONARY POWER TOOLS,2020,HOUSEHOLD FIXTURES,40.5,2825.00
814,"HOISTS, LIFTS, JACKS OR JACK STANDS",2020,HOUSEHOLD FIXTURES,43,11633.00
819,ELECTRIC MOTORS (SEPARATE),2020,HOUSEHOLD FIXTURES,46.5,73.00
820,INTERNAL COMBUSTION ENGINES (NONVEHICULAR),2020,HOUSEHOLD FIXTURES,34,266.00
821,AUTOMOTIVE TOOLS OR ACCESSORIES,2020,HOUSEHOLD FIXTURES,33,2274.00
823,AIR COMPRESSORS (SEPARATE),2020,HOUSEHOLD FIXTURES,55.5,1401.00
827,HAMMERS,2020,HOUSEHOLD FIXTURES,37,17890.00
828,SCREWDRIVERS,2020,HOUSEHOLD FIXTURES,33,4273.00
829,MANUAL DRILLS,2020,HOUSEHOLD FIXTURES,25.5,132.00
830,HAND SAWS,2020,HOUSEHOLD FIXTURES,47,3579.00
832,PORTABLE CIRCULAR POWER SAWS,2020,HOUSEHOLD FIXTURES,51,10055.00
833,WORKSHOP COMPOUNDS OR CHEMICALS,2020,HOUSEHOLD FIXTURES,29,523.00
834,HEAVY-DUTY WORKSHOP STAPLERS,2020,HOUSEHOLD FIXTURES,26.5,1949.00
835,TOOLBOXES OR TOOL KITS,2020,HOUSEHOLD FIXTURES,38,5333.00
836,KNIVES WITH REPLACEABLE BLADES,2020,HOUSEHOLD FIXTURES,37,38100.00
837,"WIRE, NOT SPECIFIED",2020,HOUSEHOLD FIXTURES,45,6350.00
841,BENCH OR TABLE SAWS,2020,HOUSEHOLD FIXTURES,58,37437.00
842,BAND SAWS,2020,HOUSEHOLD FIXTURES,43,2127.00
843,RADIAL ARM SAWS,2020,HOUSEHOLD FIXTURES,58,230.00
845,"SAWS, NOT SPECIFIED",2020,HOUSEHOLD FIXTURES,48,14581.00
847,"DRILLS, NOT SPECIFIED",2020,HOUSEHOLD FIXTURES,41,8452.00
852,ROPE OR STRING,2020,HOUSEHOLD FIXTURES,26,6739.00
854,WORKSHOP FURNISHINGS,2020,HOUSEHOLD FIXTURES,42,435.00
855,PORTABLE POWER DRILLS AND ACCESSORIES,2020,HOUSEHOLD FIXTURES,37,2006.00
856,STATIONARY POWER DRILLS AND ACCESSORIES,2020,HOUSEHOLD FIXTURES,58,750.00
